Seq,Gender,M,R,F,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeoBks,ItalCook,ItalAtlas,ItalArt,Related purchase,Florence
384,1,323,4,2,8,0,0,0,0,0,0,3,0,0,0,3,0
385,0,323,12,6,34,0,0,1,3,0,0,1,1,0,0,2,1
386,1,323,10,2,14,0,0,1,0,0,0,1,0,0,0,1,0
387,0,322,24,3,36,0,0,1,0,0,0,2,0,0,0,2,0
388,0,322,6,7,34,1,0,2,0,1,0,2,0,0,0,2,0
389,1,322,30,2,36,1,0,0,0,0,1,0,0,0,0,1,0
390,0,322,16,4,28,0,2,0,1,0,0,0,0,0,0,0,0
391,1,321,2,7,34,2,1,1,0,0,2,0,1,0,2,5,0
392,0,321,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0
393,1,321,16,7,38,1,2,1,1,0,0,1,0,0,0,1,0
394,0,320,2,3,18,0,0,0,0,0,1,0,0,0,0,1,1
395,1,320,28,3,38,0,0,2,0,0,1,0,0,0,0,1,0
396,1,320,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0
397,1,320,16,2,20,0,0,1,0,0,1,0,0,0,0,1,0
398,1,320,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0
399,1,320,16,6,46,2,0,1,2,0,0,1,0,0,0,1,0
400,0,320,4,12,42,0,3,2,2,0,1,0,0,1,0,2,0
401,1,320,12,11,40,2,0,2,0,1,0,0,0,0,0,0,0
402,0,320,6,11,34,1,2,2,2,0,0,0,0,0,0,0,1
403,1,320,14,4,26,1,0,1,0,2,3,0,0,0,0,3,0
404,1,320,16,11,56,5,0,2,0,1,0,0,1,0,1,2,0
405,1,319,12,8,32,2,1,1,1,0,0,1,0,0,0,1,0
406,1,319,16,5,32,0,1,1,0,0,1,2,0,0,0,3,1
407,0,319,22,11,50,2,1,1,4,1,1,1,0,0,0,2,0
408,1,319,10,10,70,1,1,0,2,1,1,3,0,0,0,4,0
409,0,319,16,7,56,3,0,1,0,0,0,1,0,1,0,2,0
410,1,319,6,2,14,0,0,0,1,0,0,1,0,0,0,1,0
411,1,319,6,2,14,1,0,0,0,0,1,1,0,0,0,2,0
412,0,318,2,3,14,0,0,0,0,0,1,0,0,0,0,1,0
413,0,318,4,7,44,0,1,2,1,1,1,0,1,1,1,4,0
414,1,318,6,2,14,1,0,0,0,0,0,0,0,0,0,0,0
415,1,318,18,2,20,1,0,0,0,0,0,1,0,0,0,1,0
416,1,318,20,2,24,1,0,0,1,0,1,1,0,0,0,2,0
417,1,318,10,2,14,0,0,1,0,0,1,1,0,0,0,2,0
418,0,318,14,8,36,2,1,3,0,1,0,1,0,1,0,2,0
419,1,318,20,5,50,0,0,1,1,0,0,1,0,0,0,1,0
420,0,317,10,3,28,0,0,0,0,0,1,1,0,0,0,2,0
421,1,317,12,9,38,1,1,2,1,1,1,1,0,0,0,2,0
422,1,317,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0
423,1,317,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
424,1,317,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0
425,0,317,6,2,12,0,0,0,0,0,0,1,0,0,0,1,0
426,1,317,8,3,14,0,0,1,0,0,0,1,0,0,0,1,1
427,1,317,16,5,36,2,0,0,0,1,0,1,0,1,0,2,0
428,1,317,10,8,34,2,1,1,0,0,0,1,0,0,0,1,0
429,1,316,16,3,30,0,0,2,0,0,0,1,0,0,0,1,0
430,0,316,26,8,72,1,1,1,1,1,2,1,0,0,0,3,1
431,1,316,16,4,28,0,0,2,0,0,0,1,0,0,0,1,1
432,0,316,36,2,42,0,0,2,0,0,0,1,0,0,1,2,1
433,1,316,16,2,20,0,0,1,0,0,0,1,0,0,0,1,0
434,0,316,34,7,48,1,0,2,1,0,0,1,0,0,1,2,0
435,1,316,14,2,20,0,1,0,0,1,0,0,0,0,0,0,0
436,1,315,20,2,26,0,0,0,0,2,0,1,0,0,0,1,0
437,1,315,2,5,16,0,0,1,0,0,2,1,0,0,0,3,0
438,1,315,28,2,30,0,1,0,0,0,1,1,0,0,0,2,0
439,1,315,26,2,30,0,0,0,1,1,0,2,0,0,0,2,0
440,1,315,16,2,18,0,0,1,1,0,0,2,0,0,0,2,0
441,1,314,10,7,42,0,0,3,0,2,0,1,0,0,0,1,0
442,1,314,12,2,16,1,0,0,0,0,0,0,0,0,0,0,0
443,0,314,28,7,62,0,1,4,0,1,1,0,0,0,0,1,0
444,0,314,2,2,10,0,0,0,0,0,0,1,0,0,0,1,0
445,0,314,10,3,18,0,0,0,0,1,1,0,0,0,0,1,0
446,0,314,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
447,1,314,28,1,28,0,0,0,0,1,0,0,0,0,0,0,0
448,1,314,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
449,1,314,34,2,38,1,0,1,0,0,0,0,0,0,0,0,0
450,1,313,16,12,62,2,3,0,1,2,1,3,0,0,0,4,0
451,0,313,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
452,1,313,10,8,30,4,1,1,1,0,1,0,0,0,0,1,0
453,1,313,4,1,4,0,0,0,0,0,1,0,0,0,0,1,0
454,1,312,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
455,1,312,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
456,0,312,14,2,20,1,0,0,0,0,0,0,0,0,0,0,1
457,1,312,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0
458,1,312,30,2,38,1,0,1,0,0,0,0,1,0,0,1,0
459,1,312,8,7,30,0,0,3,1,1,0,0,0,0,0,0,0
460,0,312,10,1,10,0,0,0,0,0,0,1,0,0,0,1,0
461,0,312,24,12,92,2,0,1,2,3,0,1,0,1,0,2,0
462,1,312,30,2,32,0,0,1,0,0,1,0,0,0,1,2,0
463,1,312,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0
464,1,311,2,9,34,2,1,2,2,0,0,0,0,0,0,0,0
465,1,311,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
466,1,311,24,12,70,3,3,3,0,0,1,2,0,0,0,3,0
467,0,311,2,9,24,1,1,2,0,1,0,0,0,0,0,0,1
468,1,311,18,1,18,0,0,1,0,0,1,0,0,0,0,1,0
469,0,311,12,2,16,1,0,0,0,0,0,0,1,0,0,1,0
470,1,311,20,2,24,0,0,1,0,0,0,1,0,0,0,1,0
471,1,311,24,2,26,0,0,2,0,0,0,1,0,0,0,1,0
472,1,311,30,2,34,1,0,0,1,0,2,1,0,0,0,3,0
473,1,311,30,12,66,2,0,3,0,2,0,1,0,0,0,1,0
474,1,311,6,1,6,0,0,0,0,0,0,0,0,0,0,0,1
475,1,311,26,9,68,2,1,0,2,0,0,0,0,0,0,0,0
476,1,311,12,1,12,0,0,0,0,0,0,3,0,0,0,3,0
477,1,311,10,2,16,0,1,0,0,0,0,3,0,0,0,3,0
478,1,310,16,8,54,2,0,1,2,1,1,1,0,0,0,2,0
479,0,310,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0
480,1,310,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
481,1,310,32,12,99,2,2,2,2,0,0,4,0,0,0,4,0
482,1,310,30,2,36,0,0,0,1,0,1,0,0,0,0,1,1
483,0,310,16,2,18,0,0,1,0,0,0,1,0,0,0,1,0
484,1,310,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
485,1,310,22,11,86,7,0,1,0,0,0,0,0,0,0,0,0
486,1,310,16,1,16,0,0,0,1,0,1,0,0,0,0,1,0
487,1,310,2,3,18,0,0,1,0,0,0,0,0,0,0,0,0
488,0,310,2,2,8,0,0,0,0,0,2,0,0,0,0,2,0
489,1,309,4,11,40,1,1,2,2,0,0,1,1,0,0,2,0
490,0,309,18,2,20,1,0,0,1,0,0,0,0,0,0,0,0
491,1,309,14,8,30,3,0,2,1,1,0,0,1,0,0,1,0
492,1,309,12,5,34,0,1,3,0,0,0,0,0,1,0,1,0
493,0,309,10,12,80,3,1,3,1,1,0,0,0,0,0,0,0
494,0,309,12,8,36,0,3,2,0,0,0,0,0,0,0,0,0
495,0,309,36,1,36,0,0,0,1,0,0,1,0,0,0,1,0
496,1,309,8,1,8,0,0,0,0,0,2,0,0,0,0,2,0
497,1,309,24,1,24,0,0,0,0,0,0,0,0,0,0,0,0
498,1,308,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
499,0,308,26,2,34,1,0,0,0,0,0,0,0,0,0,0,1
500,1,308,24,1,24,0,0,1,0,0,0,0,0,0,0,0,0
501,1,308,12,2,14,0,0,0,0,0,0,0,0,0,0,0,0
502,1,308,12,2,16,0,1,0,0,0,0,0,1,0,0,1,0
503,0,308,14,1,14,0,0,0,0,0,0,1,0,0,0,1,0
504,1,308,14,9,60,0,1,2,3,1,0,1,1,0,0,2,0
505,0,308,14,1,14,0,0,0,0,1,0,1,1,0,0,2,0
506,1,308,8,7,46,1,1,1,1,0,0,0,0,0,0,0,0
507,1,308,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
508,1,308,8,1,8,0,0,0,0,0,0,0,1,0,0,1,0
509,1,308,12,1,12,0,0,0,0,0,0,0,1,0,0,1,0
510,1,308,14,1,14,0,0,0,1,0,0,0,0,0,0,0,0
511,1,307,36,5,60,1,0,2,0,0,0,2,1,0,0,3,0
512,1,307,16,2,24,1,1,0,0,0,0,0,0,0,0,0,0
513,0,307,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
514,1,307,4,3,18,0,0,0,0,0,1,2,0,0,0,3,0
515,1,307,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0
516,0,307,10,6,34,1,0,0,0,1,2,0,0,0,0,2,0
517,0,307,14,2,16,1,0,0,1,0,1,0,0,0,0,1,0
518,0,307,24,2,30,2,0,0,0,0,1,0,0,0,0,1,0
519,1,307,8,6,30,2,0,1,0,1,0,0,0,0,0,0,0
520,0,306,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
521,1,306,12,2,18,0,1,0,0,0,0,0,0,0,0,0,0
522,0,306,12,3,30,0,0,0,0,1,0,0,0,0,0,0,0
523,1,306,10,1,10,0,0,0,0,0,0,3,0,0,0,3,0
524,1,306,14,2,20,1,0,1,0,0,1,3,0,0,0,4,0
525,1,306,34,2,38,1,1,0,0,0,1,0,0,0,0,1,0
526,0,306,18,2,24,1,0,0,0,0,0,0,1,0,0,1,0
527,0,306,10,3,24,0,0,0,0,0,2,0,0,0,0,2,0
528,1,306,14,12,56,1,1,1,3,0,0,0,0,0,0,0,0
529,0,305,6,9,40,2,1,1,1,0,2,1,0,0,0,3,0
530,1,305,16,8,60,2,0,0,2,2,0,2,0,0,0,2,0
531,1,305,14,8,56,0,1,4,2,0,0,1,0,0,0,1,0
532,1,305,6,9,24,0,0,4,0,1,1,2,0,0,0,3,0
533,1,305,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0
534,0,305,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0
535,1,305,8,2,16,0,1,0,0,0,0,0,0,0,0,0,0
536,1,305,30,1,30,0,0,0,0,1,0,0,0,0,0,0,0
537,1,305,18,3,24,1,0,1,0,0,1,0,0,0,0,1,0
538,1,305,10,3,16,0,0,0,1,0,0,0,0,0,0,0,0
539,0,305,10,1,10,0,0,0,0,0,0,2,0,0,0,2,0
540,0,305,18,1,18,0,0,0,0,0,0,0,1,0,0,1,0
541,0,304,20,2,22,0,0,2,0,0,0,0,0,0,0,0,0
542,0,304,28,2,32,0,0,1,0,1,0,0,0,0,0,0,0
543,1,304,16,1,16,0,0,0,1,0,0,0,0,0,0,0,0
544,0,304,10,11,48,3,1,2,0,1,2,0,1,0,0,3,0
545,0,304,12,8,30,0,1,2,1,0,0,0,0,0,0,0,0
546,0,304,8,6,28,1,1,2,0,0,0,3,0,0,0,3,0
547,1,303,16,2,22,0,0,1,0,0,1,0,0,0,0,1,0
548,1,303,10,9,34,2,1,1,2,0,0,2,1,0,0,3,0
549,0,303,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0
550,0,303,12,1,12,0,0,0,0,0,0,0,0,0,0,0,1
551,1,303,18,2,22,0,0,0,1,0,0,1,0,0,0,1,0
552,1,303,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0
553,1,303,10,11,58,2,1,2,1,0,2,0,0,0,0,2,0
554,0,303,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
555,0,303,10,3,20,0,1,0,0,0,0,0,0,1,0,1,0
556,1,303,22,2,28,0,1,0,0,0,1,0,0,0,0,1,0
557,0,303,26,7,46,3,0,1,2,0,2,0,0,0,1,3,0
558,1,302,6,5,20,0,0,1,0,0,1,0,0,0,0,1,0
559,1,302,16,1,16,0,1,0,0,0,0,0,0,0,0,0,0
560,1,302,6,12,40,1,1,2,0,0,1,2,0,0,0,3,0
561,1,302,12,11,72,1,1,2,3,1,1,1,1,0,0,3,0
562,1,302,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
563,1,302,14,1,14,0,0,0,0,1,0,0,0,0,0,0,0
564,1,302,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
565,0,302,30,7,52,1,0,1,2,0,1,0,0,0,0,1,0
566,0,302,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0
567,1,302,10,1,10,0,0,0,0,0,1,2,0,0,0,3,0
568,1,302,2,1,2,0,0,0,0,0,0,1,0,0,0,1,0
569,1,302,4,1,4,0,0,0,0,0,0,1,0,0,0,1,1
570,1,301,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
571,0,301,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0
572,1,301,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
573,0,301,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
574,1,301,10,3,24,1,0,0,1,0,0,0,0,0,0,0,0
575,1,300,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
576,1,300,16,2,18,1,0,0,0,0,1,0,0,0,0,1,0
577,1,300,12,5,24,0,0,0,2,1,1,0,0,0,0,1,0
578,1,300,10,3,18,1,0,0,0,0,0,1,0,0,0,1,0
579,1,300,18,2,24,1,0,1,0,0,0,0,0,0,0,0,0
580,1,300,4,8,44,1,3,0,0,1,1,0,0,1,1,3,1
581,1,300,12,2,14,0,0,0,0,0,0,0,0,0,0,0,0
582,1,300,16,1,16,0,0,0,0,0,1,0,1,0,0,2,0
583,1,300,10,2,16,0,0,1,0,0,1,0,0,0,0,1,0
584,1,300,10,2,14,0,0,0,0,0,0,0,0,0,0,0,0
585,1,299,12,3,26,0,0,0,0,0,0,2,0,0,0,2,0
586,1,299,12,7,38,1,2,1,0,1,0,0,0,0,0,0,0
587,1,299,12,6,28,1,0,2,1,0,1,0,1,0,1,3,0
588,1,299,14,2,18,1,0,0,0,0,0,0,0,0,0,0,0
589,0,299,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
590,1,299,10,2,14,0,1,0,0,0,0,0,0,0,0,0,0
591,1,299,12,2,18,0,0,0,0,1,1,1,0,0,0,2,0
592,1,299,12,7,28,0,0,1,2,1,0,0,0,0,0,0,0
593,1,299,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0
594,0,299,16,1,16,0,0,0,0,1,3,0,0,0,0,3,0
595,1,298,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
596,1,298,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
597,1,298,12,9,44,1,1,1,0,1,1,0,1,0,0,2,0
598,1,298,12,3,20,0,0,0,0,1,0,1,0,0,0,1,0
599,1,298,32,2,34,0,1,0,0,0,0,1,0,0,0,1,1
600,0,298,6,3,20,1,0,0,0,0,0,1,0,0,0,1,0
601,1,298,2,2,8,0,0,0,0,0,0,2,0,0,0,2,0
602,0,298,16,2,18,0,1,0,1,0,0,2,0,0,0,2,0
603,1,298,10,1,10,0,0,0,0,0,1,2,0,0,0,3,0
604,1,298,26,2,28,1,0,0,0,0,0,0,0,0,0,0,0
605,1,297,14,2,22,0,1,1,0,0,0,0,0,0,0,0,0
606,1,297,8,7,22,0,2,1,0,0,1,0,0,0,0,1,0
607,0,297,12,1,12,0,0,0,0,0,0,1,0,0,0,1,0
608,1,297,10,8,44,2,0,1,0,0,0,0,0,0,0,0,0
609,1,297,10,8,36,1,1,1,2,1,1,0,0,0,0,1,0
610,0,297,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0
611,1,297,16,2,22,0,0,0,1,0,2,0,0,0,0,2,0
612,1,297,2,1,2,0,0,0,0,0,0,0,1,0,0,1,1
613,1,296,16,3,32,0,0,3,0,0,0,0,0,0,0,0,0
614,0,296,4,4,16,1,0,0,0,0,0,0,0,0,0,0,0
615,0,296,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0
616,0,296,12,1,12,0,0,0,0,0,0,0,1,0,0,1,0
617,1,296,14,7,38,0,0,2,1,1,0,0,0,1,0,1,0
618,1,296,30,7,62,0,0,2,1,0,0,0,0,1,0,1,0
619,0,296,10,2,16,1,0,0,0,0,0,2,0,0,0,2,0
620,1,296,14,2,20,0,0,1,1,0,0,2,0,0,0,2,0
621,0,296,34,6,50,1,0,2,2,1,0,2,0,0,0,2,0
622,1,295,6,2,14,0,0,1,0,0,0,0,0,0,0,0,0
623,0,295,30,2,34,0,0,0,0,2,0,0,0,0,0,0,0
624,1,295,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
625,1,295,14,1,14,0,0,1,0,0,0,2,0,0,0,2,0
626,0,295,8,2,16,0,0,1,0,0,0,2,0,0,0,2,0
627,1,295,30,1,30,0,1,0,0,0,1,2,0,0,0,3,1
628,0,295,2,7,44,1,0,1,0,1,0,2,0,1,0,3,0
629,1,295,16,1,16,0,0,0,0,0,0,2,0,0,0,2,0
630,0,295,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
631,1,294,24,2,30,0,0,1,0,1,0,0,0,0,0,0,0
632,1,294,14,2,22,0,1,0,0,1,0,0,0,0,0,0,0
633,1,294,16,3,22,1,1,0,0,0,0,1,0,0,0,1,0
634,1,294,16,1,16,0,0,0,1,0,0,0,0,0,0,0,0
635,0,294,12,4,28,0,0,2,0,0,0,1,0,0,0,1,0
636,1,294,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0
637,1,294,22,3,38,0,1,0,1,1,1,0,0,0,0,1,0
638,0,294,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0
639,1,294,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
640,1,294,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
641,1,294,12,1,12,0,0,0,0,0,0,1,0,0,0,1,0
642,1,294,2,11,32,1,1,1,0,0,0,2,0,0,0,2,0
643,1,293,2,9,26,0,1,0,2,0,1,1,0,0,0,2,0
644,1,293,14,11,56,3,1,3,2,1,1,0,0,0,0,1,0
645,1,293,12,2,16,1,0,0,0,0,0,0,0,0,0,0,0
646,0,293,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
647,1,293,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
648,0,293,12,2,14,1,0,0,0,0,0,0,0,0,0,0,0
649,0,293,22,2,28,2,0,0,0,0,0,0,0,0,0,0,0
650,1,293,16,5,38,0,0,2,1,0,0,0,1,1,0,2,0
651,1,293,12,8,30,0,1,4,0,0,0,0,1,0,0,1,0
652,1,293,16,5,34,0,2,0,0,0,0,0,0,0,0,0,0
653,1,293,8,9,46,3,0,1,0,1,1,2,0,0,0,3,1
654,0,293,12,2,16,1,0,0,0,0,1,1,0,0,0,2,0
655,1,293,12,12,44,2,1,2,2,0,0,1,0,0,0,1,0
656,1,292,32,2,40,0,0,0,1,0,1,0,0,0,1,2,0
657,1,292,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0
658,0,292,16,2,22,0,0,2,0,0,0,0,0,0,0,0,0
659,0,292,14,2,22,0,1,0,1,0,0,0,0,0,0,0,0
660,1,292,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
661,1,292,36,2,40,0,0,0,0,2,0,0,0,1,0,1,0
662,0,292,16,5,38,2,0,1,0,0,2,0,1,0,0,3,0
663,1,292,24,2,26,1,0,0,0,1,0,0,0,0,0,0,0
664,1,292,14,11,44,3,0,2,3,1,0,0,0,0,0,0,0
665,1,292,2,2,6,0,0,0,0,0,1,0,0,0,0,1,0
666,1,292,12,1,12,0,0,0,0,0,0,0,0,0,0,0,1
667,1,292,14,12,76,2,2,3,1,0,0,0,0,0,0,0,0
668,1,291,32,1,32,0,0,0,0,0,0,1,0,0,0,1,0
669,1,291,10,2,18,1,0,0,0,0,0,0,0,0,0,0,0
670,1,291,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
671,1,291,4,2,10,0,0,0,0,0,0,1,0,0,0,1,0
672,1,291,16,8,52,2,0,0,2,1,0,1,0,0,0,1,0
673,1,291,2,3,18,0,0,1,0,0,0,0,0,0,0,0,0
674,1,291,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
675,1,291,18,3,28,1,1,0,1,0,0,1,0,0,0,1,0
676,1,291,16,1,16,0,1,0,0,0,0,1,1,0,0,2,0
677,1,291,6,2,8,0,0,0,0,0,1,1,0,0,0,2,0
678,1,291,22,12,86,2,1,3,2,0,0,0,0,0,0,0,0
679,1,290,34,1,34,0,0,1,0,0,0,0,0,0,0,0,0
680,0,290,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
681,1,290,8,2,16,0,0,0,0,1,0,0,0,0,0,0,0
682,1,290,12,4,34,2,1,0,0,0,1,0,0,0,0,1,0
683,1,290,10,2,14,0,0,1,0,0,0,0,0,0,0,0,0
684,1,290,2,10,60,2,1,1,2,0,0,0,0,0,0,0,0
685,1,290,14,9,46,2,1,3,0,1,0,0,0,1,0,1,0
686,1,290,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
687,0,290,18,6,48,2,1,2,0,0,0,0,0,0,0,0,0
688,1,290,16,6,30,0,0,2,0,3,0,0,0,0,0,0,0
689,0,290,16,1,16,0,0,0,0,1,0,0,0,0,0,0,1
690,1,289,4,6,28,0,0,2,0,0,0,0,1,0,0,1,1
691,1,289,16,1,16,0,0,0,0,0,0,0,0,0,0,0,0
692,0,289,6,12,38,4,1,0,0,1,0,0,0,1,1,2,1
693,1,289,16,2,24,0,1,1,0,0,0,0,0,0,0,0,0
694,1,288,22,1,22,0,0,1,0,0,0,0,0,0,0,0,0
695,1,288,16,5,32,1,2,1,0,0,1,0,0,0,0,1,0
696,0,288,6,11,70,3,1,2,1,1,2,0,2,0,0,4,1
697,1,288,14,2,18,0,0,1,0,1,0,0,2,0,0,2,0
698,1,288,26,2,32,0,2,0,0,0,0,0,0,0,0,0,0
699,0,288,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
700,1,288,10,11,48,3,1,1,1,1,2,0,0,0,0,2,1
701,0,288,28,2,34,0,0,0,1,0,0,0,1,0,0,1,0
702,0,288,16,11,64,1,2,3,3,0,1,0,0,0,0,1,0
703,1,287,6,9,38,1,1,2,0,0,1,2,0,0,0,3,0
704,1,287,12,2,18,0,1,0,0,0,0,0,0,0,0,0,0
705,0,287,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
706,1,287,6,3,22,0,1,0,0,0,0,1,0,0,0,1,0
707,0,287,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
708,1,287,20,2,26,2,0,0,0,0,0,0,0,0,0,0,0
709,1,287,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0
710,1,287,12,10,44,1,1,3,1,0,0,0,1,0,1,2,0
711,1,287,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
712,0,286,36,1,36,0,0,0,0,0,0,1,0,0,0,1,0
713,0,286,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
714,0,286,10,2,18,0,0,1,0,0,0,0,0,0,0,0,0
715,1,286,14,10,66,2,2,3,1,0,0,0,0,0,0,0,0
716,0,286,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0
717,1,286,30,8,54,1,2,0,1,0,0,0,0,0,0,0,0
718,1,286,4,2,6,0,0,0,0,0,1,2,0,0,0,3,0
719,1,286,10,1,10,0,0,0,0,0,0,1,0,0,0,1,1
720,1,286,28,9,62,3,0,2,0,1,0,1,1,0,0,2,0
721,1,285,22,1,22,0,0,1,0,0,0,0,0,0,0,0,0
722,0,285,12,2,14,1,0,0,0,0,0,0,0,0,0,0,0
723,1,285,6,9,56,1,1,2,1,0,0,2,1,0,0,3,0
724,1,285,14,2,16,0,0,0,1,1,0,0,0,0,0,0,0
725,1,285,4,9,40,1,0,2,0,0,1,0,0,0,0,1,0
726,0,285,16,2,22,0,0,0,0,0,0,2,0,0,0,2,0
727,1,285,16,5,40,1,2,0,0,1,0,0,0,1,0,1,1
728,1,285,28,1,28,0,0,0,0,0,0,0,0,0,0,0,0
729,1,285,16,2,24,0,1,0,0,1,0,0,0,0,0,0,0
730,1,285,26,1,26,0,0,1,0,0,0,1,0,0,0,1,0
731,1,285,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
732,0,285,4,7,18,1,0,0,1,1,0,0,0,0,0,0,0
733,1,285,20,1,20,0,0,0,0,1,0,0,0,0,0,0,1
734,1,285,16,1,16,0,0,0,0,1,0,0,0,0,0,0,0
735,1,285,16,6,44,1,0,3,0,1,0,0,0,0,0,0,0
736,1,284,10,5,20,0,1,2,0,1,0,0,0,0,0,0,0
737,1,284,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
738,1,284,14,10,70,2,1,2,2,1,1,1,1,0,0,3,0
739,1,284,18,7,38,1,0,3,2,0,0,1,0,0,0,1,0
740,1,284,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
741,1,284,6,9,50,2,1,3,0,0,0,1,1,0,0,2,0
742,1,284,22,2,28,1,0,1,0,0,0,0,0,0,0,0,0
743,1,284,18,11,72,5,2,1,0,1,0,0,0,0,0,0,0
744,1,284,14,1,14,0,0,1,0,0,0,0,2,0,0,2,0
745,1,284,14,2,22,0,0,0,1,0,0,0,1,0,0,1,0
746,1,284,2,1,2,0,0,0,0,0,0,1,0,0,0,1,0
747,1,284,2,1,2,0,0,0,0,0,1,1,0,0,0,2,0
748,1,283,28,5,56,2,0,2,0,1,0,1,0,0,0,1,0
749,0,283,14,4,22,1,0,2,0,0,0,1,0,0,0,1,0
750,1,283,12,10,70,2,0,3,0,1,1,1,0,0,0,2,0
751,0,282,14,2,18,0,0,0,1,0,1,0,0,0,0,1,0
752,1,282,12,8,60,0,0,2,0,2,1,2,0,0,0,3,0
753,0,282,10,12,66,1,1,2,1,1,2,3,0,0,0,5,1
754,1,282,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
755,0,282,16,1,16,0,0,0,1,0,0,0,0,0,0,0,1
756,1,282,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
757,1,282,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
758,1,282,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
759,1,282,16,10,66,2,1,3,2,0,0,0,0,1,0,1,0
760,1,282,26,1,26,0,0,0,1,0,0,1,0,0,0,1,0
761,1,281,14,8,58,2,1,0,2,0,1,2,0,0,0,3,0
762,1,281,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0
763,1,281,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0
764,1,281,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0
765,0,281,16,11,40,0,1,2,3,2,2,1,0,0,0,3,0
766,1,281,14,1,14,0,0,0,1,0,0,0,0,0,0,0,0
767,0,281,16,2,22,0,0,0,0,0,0,0,0,0,0,0,0
768,1,281,12,2,14,1,0,0,0,0,0,1,1,0,0,2,0
769,0,281,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0
